"cd-rfile"
"Iteration" "cd"
("Iteration" "cd")
1 0.1494339143346938
2 0.2124726694101879
3 0.1990616813853956
4 0.1743443387341157
5 0.1633589721316427
6 0.1555889337408807
7 0.1522990951614346
8 0.1506735368731123
9 0.1485488033874031
10 0.146101556417652
11 0.1437616987431974
12 0.1420183554390581
13 0.1410822912182336
14 0.140695687087679
15 0.1409483171654305
16 0.1411700856503334
17 0.1417164229088707
18 0.1416526574839461
19 0.1418158932910356
20 0.1415573472094839
21 0.1416233744572331
22 0.1413226191285504
23 0.1414430393869083
24 0.1411703412472128
25 0.1413713856420096
26 0.1411656561847742
27 0.1411328176422298
28 0.1425848162123288
29 0.142147748864978
30 0.1416163791332661
31 0.1416756881740326
32 0.1413397054120457
33 0.1415420464256179
34 0.1413085808999536
35 0.1415461548325091
36 0.1413125708772656
37 0.1415478621166938
38 0.1413022122937967
39 0.1415371984756602
40 0.1412887060918685
41 0.1415211392513001
42 0.1412655307388007
43 0.1415038606662775
44 0.1412558552492338
45 0.1414929536073661
46 0.1412379796694444
47 0.1414815453492998
48 0.1412304604313028
49 0.1414757044540799
50 0.1412253063255547
